author_id,name
178,Дмитрий Суслин
179,Василий Огарков
180,Свами Прем Вивекананда
181,А. Львович-Кострица
182,Валентин Яковенко
183,Евгений Соловьев
184,Денис Шевчук
185,И. Иванов
186,Александр Быков
187,Матвей Песковский
188,Берта Порозовская
189,Милинд Леле
190,Этьен Кассе
191,Рудольф Штайнер
192,Павел Данилин
193,Диана Тунцова
194,Александр Волков
195,Александр Шубин
196,Лев Шестов
197,Михаил Ахманов
198,Алексей Кадочников
199,Александр Покровский
200,А. Альтшуллер
201,Мария Медникова
202,Владислав Гросул
203,Кацудзо Ниши
204,Борис Акунин
205,Владислав Дорофеев
206,Валерия Башкирова
207,Глеб Павловский
208,Роберт Скобл
209,Шел Израел
210,Антон Первушин
211,Антон Деникин
212,Леонид Соловьев
213,Андрей Плеханов
214,Андрей Колесников
215,Сергей Садов
216,Сергей Соловьев
217,Анатолий Рыбаков
218,Нестор Махно
219,Константин Ушинский
220,Евгений Шварц
221,Павел Бажов
222,Владимир Даль
223,Лев Карсавин
224,Семен Франк
225,Казимир Валишевский
226,Марсель Пруст
227,Александр Филиппов
228,Александр Горкин
229,Лев Гумилев
230,Альберт Вандаль
231,Василий Потто
232,Алексей Новиков-Прибой
233,Вячеслав Шишков
234,Сергей Платонов
235,Анна Ахматова
236,Сигизмунд Кржижановский
237,Григорий Горин
238,Неонилла Самухина
239,Михаил Окунь
240,Ольга Степнова
241,Петр Катериничев
242,Наталья Степанова
243,Ирина Перова
244,Ирина Зайцева
245,Екатерина Константинова
246,Андрей Коробейщиков
247,Галина Серикова
248,Илья Соколов
249,Елена Бойко
250,Сергей Ратнер
251,Мария Куприянова
252,Митрополит Макарий
253,Елизавета Дворецкая
254,Леонид Сабанеев
255,Николай Заболоцкий
256,Генри Торо
257,Константин Бальмонт
258,Игорь Северянин
259,Джон Голсуорси
260,Чарльз Диккенс
261,Линиза Жалпанова
262,Мария Арбатова
263,Андрей Бондаренко
264,Михаил Пухов
265,Дмитрий Логинов
266,Александр Тюрин
267,Боб Фьюсел
268,Алесь Адамович
269,Михаил Гаспаров
270,Валентина Осеева
271,Елена Нестерина
272,Татьяна Костылева
273,Алексей Ходорыч
274,Вадим Петровский
275,Александр Проханов
276,Вячеслав Глазычев
277,Тесс Герритсен
278,Галина Бедненко
279,Александр Доманин
280,Елена Коровина
281,Валерий Хорев
282,Валерий Синельников
283,Сергей Слободчиков
284,Генри Олди
285,Борис Пильняк
286,Константин Бояндин
287,Неустановленный автор
288,Борис Ропшин
289,Варлам Шаламов
290,Александр Введенский
291,Николай Костомаров
292,Франсуа Рабле
293,Феликс Юсупов
294,Юрий Владимиров
295,Сергей Михеенков
296,Петр Боград
297,Ольга Голубева-Терес
298,Альфред Бёрн
299,Гарриет Бичер-Стоу
300,Ахмед Фахри
301,Эрнест Ренан
302,Эммануэль Анати
303,Оксана Ларина
304,Елена Лома
305,Алексей Добрынин
306,Барбара Мертц
307,Дэвид Лэнг
308,Эдуард Паркер
309,Льюис Уоллес
310,Август Кубичек
311,Джейн Остин
312,Алекс Орлов
313,Екатерина Неволина
314,Александр Андреев
315,Максим Андреев
316,Франц Кафка
317,Аллен Даллес
318,Анна Данилова
319,Хью Томас
320,Генри Моргентау
321,Марат Телемтаев
322,Андреас Дорпален
323,Ананд Кумарасвами
324,Маргарет Нобель
325,Джордж Кунц
326,Николас Хаммонд
327,Ричард Мертц
328,Джек Коггинс
329,Григорий Турский
330,Александр Вельтман
331,Григорий Кваша
332,Т. Панченко
333,М. Климова
334,Людмила Сотникова
335,Людмила Сальникова
336,В. Захарьин
337,О. Мясников
338,Эдвард Гиббон
339,Лидия Чарская
340,Джордж Моссе
341,Мария Монтессори
342,Роберт Гулд
343,Артур Уэйт
344,Джерри Хилл
345,Ким Болдуин
346,Джорджия Бирс
347,Али Вали
348,Ксения Алексу
349,Петр Врангель
350,Роман Масленников
351,Ольга Шамкуть
352,Тимур Лукьянов
353,Эдуард Алькаев
354,Гюстав Флобер
355,Александр Бестужев-Марлинский
356,Николай Звонарев
357,Елена Звёздная
358,Николай Романецкий
359,Богумир Миколаев
360,Илья Лазерсон
361,Галия Злачевская
362,Андрей Преображенский
363,Игорь Зимин
364,Алла Краско
365,Евгения Шацкая
366,Михаил Ингерлейб
367,Владимир Пилюгин
368,Чингиз Абдуллаев
369,Сергей Степанов
370,Вера Крыжановская-Рочестер
371,Иван Панаев
372,Алексей Писемский
373,Владимир Шулятиков
374,Ирина Касаткина
375,Сергей Кара-Мурза
376,Николай Успенский
377,Кир Булычев
378,Влас Дорошевич
379,Павел Мельников-Печерский
380,Брюс Милн
381,Дональд Инглиш
382,Майкл Уилкок
383,Дункан Дженике
384,Дейв Кардер
385,Иван Закарян
386,Андрей Паранич
387,Андрей Гуслистый
388,Сергей Сергаев
389,А. Бочарников
390,Брендон Сито
391,Эрин Даттон
392,Елена Чиркова
393,Николас Дарвас
394,Алексей Гладкий
395,Евгений Трубецкой
396,Юлий Айхенвальд
397,Юрий Безелянский
398,Дмитрий Менделеев
399,Дмитрий Соснин
400,Николай Покровский
401,Александр Чиртик
402,Николай Агнивцев
403,Йон Колфер
404,Николай Федоров
405,Вадим Пустовойтов
406,Андрей Курпатов
407,Александр Амфитеатров
408,Шекия Абдуллаева
409,Анатолий Алехин
410,Владимир Козлов
411,Геннадий Аверьянов
412,Василий Авсеенко
413,Евгений Аничков
414,Сергей Андреевский
415,Иннокентий Анненский
416,Петр Александров
417,Сара Блэкли-Картрайт
418,Филис Кристина Каст
419,Колин Маккалоу
420,Эллен Шрайбер
421,Максим Антонович
422,Элизабет Гилберт
423,Кирилл Кащеев
424,Илона Волынская
425,Рик Риордан
426,Виталий Зыков
427,Михаил Бакунин
428,Евгений Гришковец
429,Евгений Баратынский
430,Герберт Фейс
431,Дэвид Крисп
432,Густавус Миллер
433,Владимир Рыбаков
434,Ллойд Браун
435,Е. Чипуренко
436,Владислав Крапивин
437,Ги Сайер
438,Елена Крылова
439,Константин Паустовский
440,Максим Жмакин
441,Алексей Матвеев
442,Николай Басов
443,Давид Фроли
444,Андрей Егоров
445,Алексей Пехов
446,Чжен Чжаогуан
447,Екатерина Андреева
448,Кристина Ляхова
449,Юлия Сергиенко
450,Светлана Ращупкина
451,Наталья Волкова
452,Вера Куликова
453,Владимир Корсун
454,Елена Корсун
455,Александр Суворов
456,Петр Бехтерев
457,Екатерина Александрова
458,Ян Валетов
459,Анна Зайцева
460,Андрей Поповский
461,Елена Каминская
462,Елена Шилкова
463,Татьяна Лагутина
464,Константин Симонов
465,Дарья Нестерова
466,Иосиф Сталин
467,Максим Ковалевский
468,Сергей Витте
469,Владимир Ленин
470,Максим Славинский
471,Татьяна Плотникова
472,Александр Прищепенко
473,Андрей Уланов
474,Светлана Жук
475,Елена Романова
476,Евгений Буянов
477,Борис Слобцов
478,Джо Фрил
479,Томас Кейтли
480,Марина и Сергей Дяченко
481,Михаил Панаев
482,Е. Морозова
483,Фредерик Мортон
484,Льюис Спенс
485,Петр Бадмаев
486,Рам Цзы
487,Илья Ильф
488,Евгений Петров
489,Леонид Кудрявцев
490,Андрей Кивинов
491,Алексей Бессонов
492,Сергей Герасимов
493,Ант Скаландис
494,Томас Майн Рид
495,Сергей Зайцев
496,Андрей Днепровский-Безбашенный (A.DNEPR)
497,Артем Тихомиров
498,Валентин Постников
499,Светлана Замлелова
500,Юлий Буркин
501,Ольга Баумгертнер
502,Всеволод Крестовский
503,Анатолий Луначарский
504,Я. Яковлев
505,Петр Краснов
506,Африкан Богаевский
507,Марина Соколова
508,Алекс Кош
509,Владимир Рожанковский
510,Виктор Барановский
511,Валерия Ивлева
512,Сергей Скрипаль
513,Ирина Грекова
514,Андрей Валентинов
515,Константин Батюшков
516,Константин Аксаков
517,Александр Ледовской
518,Альфред де Мюссе
519,Виктор Билибин
520,Петр Верещагин
521,Андрей Белянин
522,Никита Бичурин
523,Алексей Мошин
524,И. Давыдов
525,Глеб Алексеев
526,Альфред Видеман
527,Чезаре Ломброзо
528,Гвин Джонс
529,Ольга Лукас
530,Бренда Джойс
531,Джули Кагава
532,Николай Горнов
533,Василий Быков
534,Сергей Шведов
535,Далия Трускиновская
536,Роман Антропов
537,Николай Полевой
538,Кика Салви
539,Ольга Панова
540,Майя Кучерская
541,Игорь Востряков
542,Николай Вагнер
543,Василий Розанов
544,Георгий Чулков
545,Петр Бибиков
546,Андрей Белый
547,Джонатан Свифт
548,Дмитрий Писарев
549,Михаил Пыляев
550,Корней Чуковский
551,Игорь Шапошников
552,Валентин Соломенчук
553,Федор Новиков
554,Вячеслав Дорот
555,Ольга Яцюк
556,Владислав Карпюк
557,Нина Комолова
558,Александра Тайц
559,Александр Тайц
560,Антон Трасковский
561,Николай Колдыркаев
562,Якоб и Вильгельм Гримм
563,Александра Ишимова
564,Аполлон Майков
565,Алексей Плещеев
566,Яков Полонский
567,Иван Суриков
568,Федор Тютчев
569,Николай Языков
570,Николай Гумилев
571,Рудольф Распе
572,Глеб Успенский
573,Гилберт Кит Честертон
574,Александр Архангельский
575,Ольга Новиковская
576,Эльчин Сафарли
577,Галина Капитонова
578,Татьяна Соломатина
579,Михаил Липскеров
580,Сергей Михалков
581,Юлия Зонис
582,Петр Синявский
583,Юлия Попова
584,Иван Кузнецов
585,Саша Скляр
586,Дмитрий Исаев
587,Юрий Олеша
588,Виктор Драгунский
589,Николай Сладков
590,Леонид Сурженко
591,Михаил Пришвин
592,Яков Перельман
593,Ирина Макарова
594,Юрий Коринец
595,Софья Прокофьева
596,Нина Пусенкова
597,Ольга Голотвина
598,Александр Зорич
599,Виктор Голявкин
600,Ай Рин
601,Юлия Шилова
602,Висенте Бласко-Ибаньес
603,Александр Богданов
604,Виталий Бианки
605,Леонид Пантелеев
606,Виктор Точинов
607,Владислав Гончаров
608,Алексей Исаев
609,Иван Кошкин
610,А. Мастерков
611,Михаил Свирин
612,Евгений Дриг
613,Владимир Аренев
614,Лев Гурский
615,Василий Щепетнёв
616,Вячеслав Рыбаков
617,Игорь Минаков
618,Ярослав Веров
619,Даниэль Клугер
620,Тимофей Алешкин
621,Ника Батхен
622,Михаил Назаренко
623,Марина Дробкова
624,Антон Шаганов
625,Сергей Саканский
626,Кондратий Биркин
627,Алексей Варламов
628,Роман Сеф
629,Максим Макарычев
630,Михаил Веллер
631,Андрей Ливадный
632,Павел Анненков
633,Павел Засодимский
634,Клавдия Лукашевич
635,Зигмунд Фрейд
636,Михаил Львов
637,Анна Богданова
638,Василий Аксенов
639,Анатолий Брусникин
640,Дмитрий Григорович
641,Вадим Проскурин
642,Александр Щёголев
643,Николай Степанов
644,Нина Васина
645,Роман Афанасьев
646,Оксана Панкеева
647,Александр Золотько
648,Наталья Турчанинова
649,Елена Бычкова
650,Лариса Ворошилова
651,Борис Завгородний
652,Андрей Ерпылев
653,Андрей Троицкий
654,Иар Эльтеррус
655,Роберт Льюис Стивенсон
656,Елена Самойлова
657,Виктор Бурцев
658,Дмитрий Самохин
659,Сергей Малицкий
660,Юрий Бурносов
661,Анна Гурова
662,Александр Мазин
663,Владимир Лещенко
664,Ван Линь
665,Фрэнсис Брет Гарт
666,Олег Михайлов
667,Вячеслав Кумин
668,Росс Кэмпбелл
669,Густав Эмар
670,Анна Бялко
671,Миямото Мусаси
672,Николай Островский
673,Аман Атилов
674,Андрей Мартьянов
675,Марина Кижина
676,Гарольд Лэмб
677,Вольфганг Франк
678,Брайан Олдисс
679,Елизавета Шумская
680,Андрей Муравьев
681,Генри Каттнер
682,Николай Романов
683,Владислав Выставной
684,Василий Веденеев
685,Алексей Комов
686,Андрей Посняков
687,Александра Первухина
688,Гельмут Пабст
689,Людмила Астахова
690,Алексей Живой
691,Эльберд Гаглоев
692,Йог Рамачарака
693,Елена Малиновская
694,Катерина Берсеньева
695,Глеб Соколов
696,Вадим Тарасенко
697,Анна Антонова
698,Михаил Зыгарь
699,Александр Маслов
700,Юрий Пинкин
701,Шиванандана Вашикаран
702,Владимир Сотников
703,Анатоль Франс
704,Алексей Чадаев
705,Кирилл Логинов
706,Вадим Давыдов
707,Анна Некрасова
708,Владимир Михайлов
709,Ольга Аленова
710,Михаил Белозёров
711,Ольга Слёзкина
712,Мари Грей
713,Ана Феррейра
714,Дэвид Герберт Лоуренс
715,Жулиу Рибейру
716,Леопольд Захер-Мазох
717,Елена Радви
718,Жозефина Мутценбахер
719,Валерий Сенин
720,Ксения Баштовая
721,Игорь Ковальчук
722,Михаил Волконский
723,Елена Старкова
724,Андрей Денисов
725,Алексей Кутафин
726,Юлия Галанина
727,Владислав Конюшевский
728,Яна Горшкова
729,Кира Филиппова
730,Василий Горъ
731,Елена Савинкина
732,Галина Логинова
733,Валентина Быкова
734,Инга Кочиева
735,Алексей Маргиев
736,Наталья Давлетшина
737,Модест Колеров
738,Вольф Белов
739,Всеволод Соловьев
740,Панас Мирный
741,Иван Лажечников
742,Юрий Корчевский
743,Николай Попов
744,Александр Афанасьев
745,Михаил Алексеев
746,Юрий Тынянов
747,Максимилиан Волошин
748,Игорь Зябнев
749,Аллан Кардек
750,Анни Безант
751,Николай Рерих
752,Елена Усачева
753,Владимир Соловьев
754,Елена Малышева
755,Анастасия Семенова
756,Александр Соловьев
757,Мария Некрасова
758,Вадим Селин
759,Дмитрий Бачурин
760,Сергей Виноградов
761,Дени Дидро
762,Эльхан Аскеров
763,Ярослав Коваль
764,Светлана Лубенец
765,Андрей Миронов
766,Герберт Шелтон
767,Норман Уокер
768,Олег Асташенко
769,Элен Баркер
770,Жерар Энкос (Папюс)
771,Даниела Крис
772,Данил Вальтер
773,Игорь Чубаха
774,Александр Логачев
775,Юрий Иванович
776,Наталья Гриб
777,Владимир Киврин
778,Джебран Халиль Джебран
779,М. Норбеков
780,Даниил Строгов
781,Дэн Перцефф
782,Оксана Гор
783,Владимир Мамин
784,Екатерина Мурашова
785,Кирилл Бенедиктов
786,Олег Кашин
787,Елена Картур
788,Ма Фолинь
789,Мишель Мирсье
790,Элиза Танака
791,Элиза Кох
792,Ванесса Томпсон
793,Павел Липцер
794,Оксана Белова
795,Сагат Коклам
796,Джет Лин
797,Михаил Абрамович
798,Бим Бэкман
799,Чой Сунг Мо
800,Люси Бурбо
801,Евгений Чертовских
802,Евгений Глебов
803,А. Лиханов
804,Юта Рутгер
805,Лилиан Мэй
806,Шао Хуа
807,Майк Норрис
808,Эль Паттерсон
809,Ма Цзичун
810,Александр Травников
811,Макс Миллер
812,Алекс Кремер
813,Алиса Мун
814,Л. Бинг
815,Ма Гуаньда
816,Алекс Стюарт
817,Оксана Хомски
818,Лана Синявская
819,Харуки Накамура
820,Татьяна Форш
821,Рихард Пишель
822,Брюс Ли
823,М. Уехара
824,Ши Синъин
825,Ольга Азарова
826,Дебора Грейс
827,Чэнь Цзяньвень
828,Хуа Фен
829,Фил Экспозито
830,Дарья и Галина Дмитриевы
831,М. Гарданов
832,Илья Мельников
833,Александр Сидоров
834,Людмила Клечковская
835,Евгений Банников
836,Наталья Шешко
837,Людмила Ивлева
838,Алеся Гриб
839,Антон Могучий
840,Юрий Иванов
841,М. Ильин
842,Валентин Красник
843,Андрей Астахов
844,Владимир Серебряков
845,Радий Радутный
846,Игорь Пыхалов
847,Антон Птибурдуков
848,Вадим Шарапов
849,И. Бугайенко
850,Сергей Анисимов
851,Андрей Лазарчук
852,Ирина Андронати
853,Владимир Свержин
854,Лев Вершинин
855,Лев Прозоров
856,Павел Николаев
857,Алла Гореликова
858,Владимир Кантровский
859,Дмитрий Токарев
860,Людмила Белаш
861,Генри Лиддел Гарт
862,Томас Лоуренс Аравийский
863,Надежда Алексеева
864,Наталья Иванова
865,Виктор Зайцев
866,Наталья Сухинина
867,Марина Куропаткина
868,Елена Исаева
869,Анна Мария Сергеева
870,Ольга Черногаева
871,Дмитрий Зима
872,Надежда Зима
873,Виолетта Хамидова
874,Светлана Хворостухина
875,Ольга Трюхан
876,Алексей Герасимов
877,Анастасия Красичкова
878,Геннадий Рытченко
879,Алла Нестерова
880,Ирина Некрасова
881,Лиз Филдинг
882,Александр Скрягин
883,Тереза Карпентер
884,О. Бердникова
885,Кейт Харди
886,Исидор Анненский
887,Дмитрий Ненадович
888,Дженни Лукас
889,Татьяна Лаптева
890,Александра Соболева
891,Екатерина Печак
892,Галина Романова
893,Кейтлин Крюс
894,Ксения Якубовская
895,Вера Чаплина
896,Агафья Звонарева
897,Лидия Чуковская
898,Александр Тестов
899,Дарья Лаврова
900,Лесли Ламберт
901,Диана Рейдо
902,Александр Белов
903,Луиза Аллен
904,Элизабет Бикон
905,Дэй Леклер
906,Жаклин Бэрд
907,Кейт Уолкер
908,Маргарет Уэй
909,Кэрол Мортимер
910,Никки Логан
911,Мэгги Кокс
912,Хелен Бьянчин
913,Хелен Брукс
914,Келли Хантер
915,Энн Мэтер
916,Люси Гордон
917,Кэтрин Гарбера
918,Линн Грэхем
919,Елена Гайворонская
920,Александра Клюшина
921,Лидия Величко
922,Наталья Перфилова
923,Георгий Ланской
924,Владимир Арсеньев
925,Елена Барбаш
926,Светлана Волкова
927,Владимир Петров
928,Михаил Дубров
929,Лариса Мелик
930,Сергей Романенко
931,Ольга Руина
932,Ирина Солеева
933,Евгений Тарасов
934,Чарльз Данн
935,Эллен Макнамара
936,Жаклин Симпсон
937,Сирарпи Тер-Нерсесян
938,Гюнтер Прин
939,Дэвид Дуглас
940,Денис Галимов
941,Мэри Бостико
942,Хелен Спраклинг
943,Лана Капризная
944,Петр Воробьев
945,Светлана Снегова
946,Светлана Шустова
947,Марион Леннокс
948,Мелани Милберн
949,Кэролайн Андерсон
950,Нина Харрингтон
951,Сьюзен Стивенс
952,Шантель Шоу
953,Рэй Морган
954,Кэрол Финч
955,Николай Корольков
956,Евгения Цветкова
957,Юлия Меньшикова
958,Триш Мори
959,Энни Уэст
960,Джеки Браун
961,Сандра Мартон
962,Барбара Воллес
963,Аманда Маккейб
964,Елена Донцова
965,Вера Колочкова
966,Никколо Макиавелли
967,Свами Брахмачари
968,Алина Кускова
969,Людмила Михайлова
970,Ирина Пигулевская
971,Александр Каминский
972,Марина Кулешова
973,Ольга Смоликова
974,Анатолий Галкин
975,Елена Храмова
976,Евгений Литвин
977,Андрей Зарин
978,Михаил Кречмар
979,Наталия Гражданинова
980,Андрей Иорданишвили
981,Василий Авенариус
982,Людмила Ростова
983,Елена Анкудинова
984,Долма Джангкху
985,Павел Комарницкий
986,Александр Вильчинский
987,Александр Ханников
988,Михаил Бубличенко
989,Олег Палёк
990,Игорь Недозор
991,Лариса Бялык
992,Галина Артемьева
993,Элизабет Роллз
994,Шэрон Кендрик
995,Никола Марш
996,Джулия Джеймс
997,Робин Доналд
998,Сара Морган
999,Кара Колтер
1000,Ким Лоренс
1001,Мирна Маккензи
1002,Дженнифер Льюис
1003,Кэрол Маринелли
1004,Оксана Солодовникова
1005,Сара Крейвен
1006,Сергей Горяинов
1007,Эбби Грин
1008,Фиона Харпер
1009,Ксения Меньшикова
1010,Анжелика Резник
1011,Дженис Линн
1012,Джессика Харт
1013,Робин Грейди
1014,Эмма Дарси
1015,Вячеслав Жуков
1016,Джон Беньян
1017,Светлана Гончаренко
1018,Александр Петров
1019,Галина Островская
1020,Николай Камзин
1021,Ирина Колесникова
1022,Маргерит Кэй
1023,Кейт Хьюит
1024,Сандра Хьятт
1025,Ребекка Уинтерз
1026,Хейди Бетс
1027,Линн Харрис
1028,Анна Клири
1029,Мария Борисова
1030,Вера Иванова
1031,Кэтрин Манн
1032,Александр Шакилов
1033,Анна Одувалова
1034,Анна Печерская
1035,Ольга Фомина
1036,Николай Свечин
1037,Владислав Волгин
1038,Энн Херрис
1039,Эмили Роуз
1040,Татьяна Булатова
1041,Александр Дружинин
1042,Николай Помяловский
1043,Борис Пастернак
1044,Виктор Пелевин
1045,Преподобный Нил Синайский (Анкирский)
1046,Преподобный Максим Исповедник
1047,Всеволод Глуховцев
1048,Эдуард Байков
1049,Владимир Аппельрот
1050,Мишель Рид
1051,Тесса Рэдли
1052,Леон Бакст
1053,Михаил Арцыбашев
1054,Лидия Любимова
1055,Иван Аксаков
1056,Нина Артюхова
1057,Преподобный Феодор Студит
1058,Яков Минченков
1059,Александр Эртель
1060,Александр Левитов
1061,Ирина Иванова
1062,Евгений Карнович
1063,Михаил Зощенко
1064,Эмиль Брагинский
1065,Юлия Свияш
1066,Мария Чепурина
1067,Сергей Охотников
1068,Василий Татищев
1069,Александр Казакевич
1070,Юрий Константинов
1071,Александр Прозоров
1072,Луис Мендес
1073,Наталья Ильина
1074,Валерий Бардаш
1075,Елена Гордина
1076,Марина Кузьмина
1077,Вера Амосова
1078,Галина Маховикова
1079,Галина Гукасьян
1080,Яков Шпренгер
1081,Генрих Крамер
1082,Елена Власенко
1083,Анна Гаврилова
1084,Иван Балабанов
1085,Виктор Балабанов
1086,Яков Шехтер
1087,Юлия Остапенко
1088,Анна Федорова
1089,Андрей Левицкий
1090,Алексей Бобл
1091,Татьяна Герцик
1092,Николай Алексеев
1093,Александр Апраксин
1094,Поль Авиньон
1095,Умберто Нотари
1096,Александр Козачинский
1097,Агния Кузнецова (Маркова)
1098,Наталья Андреева
1099,Лууле Виилма
1100,Ангел Богданович
1101,Константин Станюкович
1102,Николай Страхов
1103,Борис Бабкин
1104,Роман Трахтенберг
1105,Фаина Раневская
1106,Игорь Носов
1107,Федор Плевако
1108,Ефим Зозуля
1109,Мария Быкова
1110,Наталья Щерба
1111,Томас Мэлори
1112,Светлана Филатова
1113,Елена Доброва
1114,Дана Хадсон
1115,Александр Сухово-Кобылин
1116,Игорь Борщенко
1117,Наталья Нестерова
1118,Юлия Василькина
1119,Виктор Жвакин
1120,Светлана Ермакова
1121,Владимир Дэс
1122,Тамара Зюрняева
1123,Павел Басинский
1124,Л. Захарова
1125,М. Кружкова
1126,Дженни Адамс
1127,Валерия Фадеева
1128,Антон Кротков
1129,Андрей Затеев
1130,Юлия Латынина
1131,Пелам Гренвилл Вудхаус
1132,Николай Чуковский
1133,Лена Зеленина
1134,Аркадий Гайдар
1135,Эдуард Веркин
1136,Мейси Эйтс
1137,Анатолий Некрасов
1138,Наталья Ром
1139,Светлана Владимирова
1140,Иван Фастманов
1141,Р. Федотова
1142,Елена Габова
1143,Николай Даников
1144,Люси Монро
1145,Марина Завьялова
1146,Гера Треер
1147,Ольга Юрина
1148,Екатерина Данкевич
1149,Анна Чуднова
1150,Святитель Иоанн Златоуст
1151,Преподобный Иоанн Дамаскин
1152,Александр Соколов
1153,Нурбей Гулиа
1154,Татьяна Веденская
1155,Софья Бенуа
1156,Василий Голованов
1157,Вера Преображенская
1158,Светлана Бычкова
1159,Дина Бадмаева
1160,Надежда Макарова
1161,Алена Либина
1162,Анна Борисова
1163,Вальтер Беньямин
1164,Наина Ильина
1165,Ярослава Лазарева
1166,Борис Носик
1167,Виктория Крейс
1168,Умберто Эко
1169,Екатерина Коути
1170,Кэрри Гринберг
1171,Валерий Золотухин
1172,Морин Чайлд
1173,Халед Хоссейни
1174,Геннадий Потапов
1175,Хелен Гербер
1176,Хэдленд Дэвис
1177,Мария Бриль
1178,Михаил Жданов
1179,Наталья Данилова
1180,Арчибальд Брукс
1181,Роджер Фальк
1182,Лиля Гурьянова
1183,Дмитрий Васильев
1184,Ганс-Ульрих Кранц
1185,Андрей Бурцев
1186,Марина Смирнова
1187,Анастасия Колпакова
1188,Наталья Павлищева
1189,Анна Чижова
1190,Эдуард Успенский
1191,Елена Милкова
1192,Мария Семёнова
1193,Эльвира Сарабьян
1194,Татьяна Ритерман
1195,Дмитрий Невский
